,id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo,tiene_alto_valor_adquisitivo
2125,2126,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,18,cristianismo,155913,con_hijos,otros,0
2126,2127,13,Palermo,relacion_de_dependencia,69,4_anio,viudo_a,0,mujer,8,cristianismo,104827,soltero_a,soporte_tecnico,0
2127,2128,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,mujer,38,cristianismo,197222,con_hijos,soporte_tecnico,0
2128,2129,13,Palermo,relacion_de_dependencia,57,4_anio,divorciado,-1980,mujer,44,cristianismo,255406,sin_familia,reparador,0
2129,2130,13,Palermo,empleadao_estatal,54,4_anio,matrimonio_civil,5178,hombre,40,cristianismo,278076,casado,directivo_gerente,1
2130,2131,17,Palermo,empleado_municipal,41,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,231348,casado,ventas,1
2131,2132,13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,mujer,40,cristianismo,196286,sin_familia,entretenimiento,0
2132,2133,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,76417,casado,sector_primario,0
2133,2134,13,Palermo,responsable_inscripto,39,4_anio,matrimonio_civil,3137,hombre,42,cristianismo,190964,casado,directivo_gerente,1
2134,2135,14,Palermo,empleadao_estatal,57,5_anio,matrimonio_civil,7688,hombre,45,cristianismo,239486,casado,entretenimiento,1
2135,2136,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,hombre,15,budismo,101709,con_hijos,ventas,0
2136,2137,11,Palermo,relacion_de_dependencia,53,2_anio,matrimonio_civil,0,hombre,40,cristianismo,120914,casado,inspector,0
2137,2138,13,Palermo,relacion_de_dependencia,44,4_anio,divorciado,0,mujer,40,budismo,60722,sin_familia,ventas,0
2138,2139,6,Belgrano,relacion_de_dependencia,28,5-6_grado,sin_matrimonio,0,hombre,40,judaismo,257405,soltero_a,sector_primario,0
2139,2140,9,Palermo,relacion_de_dependencia,61,9_grado,matrimonio_civil,-2051,hombre,40,cristianismo,32209,casado,inspector,0
2140,2141,14,Palermo,relacion_de_dependencia,45,5_anio,matrimonio_civil,0,hombre,40,cristianismo,431245,casado,transporte,0
2141,2142,13,Palermo,monotibutista,52,4_anio,matrimonio_civil,0,hombre,60,cristianismo,95082,casado,ventas,0
2142,2143,13,Palermo,relacion_de_dependencia,57,4_anio,matrimonio_civil,0,hombre,40,cristianismo,220986,casado,ventas,0
2143,2144,13,Palermo,relacion_de_dependencia,40,4_anio,sin_matrimonio,0,mujer,40,cristianismo,87771,sin_familia,entretenimiento,0
2144,2145,19,Palermo,responsable_inscripto,72,universiada_5_anio,matrimonio_civil,-2377,hombre,35,cristianismo,199233,casado,profesional_especializado,1
2145,2146,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,20,cristianismo,133515,soltero_a,ventas,0
2146,2147,13,Palermo,relacion_de_dependencia,46,4_anio,separado,0,mujer,36,cristianismo,117310,sin_familia,ventas,0
2147,2148,13,Palermo,relacion_de_dependencia,51,4_anio,divorciado,0,mujer,20,cristianismo,163027,soltero_a,limpiador,0
2148,2149,14,Palermo,relacion_de_dependencia,46,5_anio,matrimonio_civil,0,hombre,40,cristianismo,169711,casado,profesional_especializado,1
2149,2150,16,Palermo,relacion_de_dependencia,43,universidad_2_anio,sin_matrimonio,0,mujer,40,cristianismo,91317,soltero_a,reparador,0
2150,2151,17,Palermo,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,106159,casado,profesional_especializado,1
2151,2152,14,Palermo,empleado_municipal,53,5_anio,matrimonio_civil,0,hombre,40,cristianismo,177063,casado,entretenimiento,0
2152,2153,13,Palermo,relacion_de_dependencia,31,4_anio,divorciado,0,mujer,40,cristianismo,175059,sin_familia,ventas,0
2153,2154,17,Palermo,relacion_de_dependencia,35,universidad_3_anio,matrimonio_civil,15024,hombre,45,cristianismo,129573,casado,ventas,1
2154,2155,13,Palermo,relacion_de_dependencia,59,4_anio,divorciado,0,mujer,40,cristianismo,169611,soltero_a,ventas,0
2155,2156,13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,hombre,40,cristianismo,247506,casado,reparador,0
2156,2157,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,20,cristianismo,37085,con_hijos,entretenimiento,0
2157,2158,18,Palermo,relacion_de_dependencia,25,universidad_4_anio,sin_matrimonio,0,hombre,45,cristianismo,202033,sin_familia,directivo_gerente,0
2158,2159,13,Palermo,relacion_de_dependencia,26,4_anio,matrimonio_civil,0,hombre,40,cristianismo,179864,casado,inspector,0
2159,2160,17,Palermo,empleado_provincial,51,universidad_3_anio,matrimonio_civil,0,hombre,40,judaismo,88020,casado,profesional_especializado,1
2160,2161,17,Otro Barrio,No respondio,28,universidad_3_anio,sin_matrimonio,0,hombre,30,budismo,243190,sin_familia,No respondio,0
2161,2162,13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,mujer,30,cristianismo,102270,casada,otros,0
2162,2163,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,2174,hombre,40,cristianismo,81286,sin_familia,reparador,0
2163,2164,15,Palermo,No respondio,23,universidad_1_anio,sin_matrimonio,0,hombre,40,judaismo,205690,soltero_a,No respondio,0
2164,2165,15,Palermo,empleado_provincial,35,universidad_1_anio,sin_matrimonio,0,hombre,40,cristianismo,37314,sin_familia,reparador,0
2165,2166,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,0,hombre,45,cristianismo,29213,casado,reparador,0
2166,2167,17,Palermo,monotibutista,43,universidad_3_anio,sin_matrimonio,0,hombre,35,cristianismo,451019,con_hijos,ventas,0
2167,2168,19,Palermo,responsable_inscripto,49,universiada_5_anio,matrimonio_civil,0,hombre,40,cristianismo,125892,casado,profesional_especializado,1
2168,2169,19,Palermo,relacion_de_dependencia,45,universiada_5_anio,matrimonio_civil,99999,hombre,50,cristianismo,259412,casado,profesional_especializado,1
2169,2170,17,Palermo,empleadao_estatal,49,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,207540,casado,entretenimiento,1
2170,2171,18,Palermo,relacion_de_dependencia,38,universidad_4_anio,divorciado,0,mujer,40,cristianismo,110167,sin_familia,directivo_gerente,1
2171,2172,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,7688,hombre,45,judaismo,430336,casado,directivo_gerente,1
2172,2173,19,Balvanera,responsable_inscripto,39,universiada_5_anio,matrimonio_civil,0,hombre,31,cristianismo,210610,casado,profesional_especializado,1
2173,2174,10,Palermo,relacion_de_dependencia,26,1_anio,divorciado,0,mujer,40,cristianismo,86483,sin_familia,otros,0
2174,2175,10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,hombre,12,cristianismo,138507,con_hijos,limpiador,0
2175,2176,13,Palermo,empleadao_estatal,26,4_anio,sin_matrimonio,0,hombre,40,cristianismo,345157,con_hijos,entretenimiento,0
2176,2177,13,Palermo,empleado_municipal,71,4_anio,divorciado,0,mujer,3,cristianismo,161342,soltero_a,directivo_gerente,0
2177,2178,14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,42,cristianismo,159109,con_hijos,ventas,0
2178,2179,14,Palermo,relacion_de_dependencia,34,5_anio,sin_matrimonio,0,hombre,40,cristianismo,54608,sin_familia,reparador,0
2179,2180,13,Palermo,empleado_municipal,35,4_anio,sin_matrimonio,0,hombre,38,judaismo,433602,con_hijos,ventas,0
2180,2181,13,Palermo,monotibutista,36,4_anio,matrimonio_civil,0,hombre,40,cristianismo,350103,casado,reparador,0
2181,2182,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,166193,casado,reparador,0
2182,2183,13,Palermo,empleadao_estatal,41,4_anio,divorciado,1506,hombre,40,judaismo,56236,soltero_a,seguridad,0
2183,2184,17,Palermo,relacion_de_dependencia,47,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,156926,casado,profesional_especializado,1
2184,2185,13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,50,cristianismo,26698,casado,entretenimiento,0
2185,2186,13,Palermo,monotibutista,43,4_anio,matrimonio_civil,0,hombre,35,cristianismo,75993,casado,reparador,0
2186,2187,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,50,cristianismo,312271,casado,directivo_gerente,1
2187,2188,13,Palermo,relacion_de_dependencia,35,4_anio,sin_matrimonio,0,mujer,40,judaismo,70282,soltero_a,directivo_gerente,0
2188,2189,17,Palermo,relacion_de_dependencia,22,universidad_3_anio,sin_matrimonio,0,hombre,18,cristianismo,259109,con_hijos,profesional_especializado,0
2189,2190,18,Palermo,relacion_de_dependencia,45,universidad_4_anio,matrimonio_civil,-1902,hombre,50,cristianismo,192360,casado,directivo_gerente,1
2190,2191,14,Palermo,relacion_de_dependencia,33,5_anio,separado,0,hombre,60,cristianismo,373432,con_hijos,reparador,0
2191,2192,13,Palermo,empleado_municipal,21,4_anio,sin_matrimonio,0,hombre,40,cristianismo,176998,sin_familia,profesional_especializado,0
2192,2193,16,Palermo,empleadao_estatal,37,universidad_2_anio,divorciado,0,mujer,40,judaismo,32950,soltero_a,directivo_gerente,0
2193,2194,13,Palermo,monotibutista,30,4_anio,sin_matrimonio,0,hombre,80,cristianismo,48520,con_hijos,ventas,0
2194,2195,13,Palermo,empleado_provincial,47,4_anio,matrimonio_civil,0,hombre,40,cristianismo,237525,casado,seguridad,0
2195,2196,17,Palermo,relacion_de_dependencia,45,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,202746,casado,otros,0
2196,2197,14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,25,cristianismo,179255,con_hijos,entretenimiento,0
2197,2198,14,Palermo,responsable_inscripto,47,5_anio,matrimonio_civil,0,hombre,45,cristianismo,337825,casado,ventas,1
2198,2199,14,Palermo,monotibutista,68,5_anio,viudo_a,0,hombre,40,cristianismo,191517,sin_familia,entretenimiento,0
2199,2200,13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,-2444,hombre,40,cristianismo,239130,sin_familia,profesional_especializado,0
2200,2201,6,Belgrano,relacion_de_dependencia,42,5-6_grado,matrimonio_civil,3103,hombre,40,otro,233366,casado,reparador,0
2201,2202,13,Palermo,No respondio,36,4_anio,divorciado,0,mujer,40,judaismo,137492,soltero_a,No respondio,0
2202,2203,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,sin_matrimonio,-1564,hombre,50,cristianismo,66893,sin_familia,profesional_especializado,0
2203,2204,6,Palermo,relacion_de_dependencia,61,5-6_grado,matrimonio_civil,2290,hombre,40,judaismo,266646,casado,transporte,0
2204,2205,13,Villa Urquiza,relacion_de_dependencia,33,4_anio,separado,0,mujer,40,cristianismo,238246,sin_familia,otros,0
2205,2206,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,45,cristianismo,215616,sin_familia,entretenimiento,0
2206,2207,13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,cristianismo,148316,casado,reparador,0
2207,2208,14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,40,cristianismo,172402,con_hijos,entretenimiento,0
2208,2209,13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,60,cristianismo,195918,casado,ventas,0
2209,2210,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,33016,sin_familia,reparador,0
2210,2211,17,Palermo,relacion_de_dependencia,30,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,267281,sin_familia,profesional_especializado,0
2211,2212,14,Palermo,empleadao_estatal,33,5_anio,sin_matrimonio,0,mujer,40,judaismo,43608,sin_familia,directivo_gerente,0
2212,2213,13,Palermo,relacion_de_dependencia,21,4_anio,viudo_a,0,hombre,40,cristianismo,57827,con_hijos,reparador,0
2213,2214,9,Palermo,relacion_de_dependencia,28,9_grado,matrimonio_civil,0,hombre,40,cristianismo,110145,casado,inspector,0
2214,2215,13,Liniers,relacion_de_dependencia,42,4_anio,divorciado,0,mujer,60,cristianismo,162884,soltero_a,servicio_domestico,0
2215,2216,14,Palermo,empleado_provincial,43,5_anio,matrimonio_civil,0,hombre,84,cristianismo,145166,casado,transporte,0
2216,2217,17,Palermo,relacion_de_dependencia,50,universidad_3_anio,matrimonio_civil,7688,hombre,40,cristianismo,193720,casado,ventas,1
2217,2218,14,Palermo,relacion_de_dependencia,48,5_anio,divorciado,0,hombre,50,cristianismo,310639,sin_familia,directivo_gerente,0
2218,2219,14,Palermo,relacion_de_dependencia,49,5_anio,matrimonio_civil,0,hombre,46,cristianismo,196360,casado,directivo_gerente,1
2219,2220,17,Retiro,relacion_de_dependencia,28,universidad_3_anio,sin_matrimonio,-1408,mujer,50,cristianismo,370675,sin_familia,profesional_especializado,0
2220,2221,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,-1902,hombre,40,cristianismo,398931,casado,ventas,1
2221,2222,14,Palermo,empleado_municipal,28,5_anio,matrimonio_civil,0,hombre,50,cristianismo,104329,casado,seguridad,1
2222,2223,19,Palermo,responsable_inscripto,61,universiada_5_anio,matrimonio_civil,99999,hombre,40,cristianismo,103575,casado,directivo_gerente,1
2223,2224,14,Palermo,empleado_provincial,25,5_anio,matrimonio_civil,0,hombre,40,cristianismo,222800,casado,seguridad,0
2224,2225,9,Palermo,relacion_de_dependencia,48,9_grado,divorciado,0,mujer,40,cristianismo,176239,sin_familia,otros,0
2225,2226,14,Palermo,relacion_de_dependencia,36,5_anio,matrimonio_civil,0,hombre,40,cristianismo,321274,casado,reparador,0
2226,2227,13,Otro Barrio,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,45,cristianismo,192713,casado,reparador,0
2227,2228,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,40,cristianismo,407714,sin_familia,inspector,0
2228,2229,13,Palermo,No respondio,36,4_anio,sin_matrimonio,0,mujer,40,judaismo,247547,sin_familia,No respondio,0
2229,2230,6,Palermo,relacion_de_dependencia,45,5-6_grado,sin_matrimonio,0,hombre,40,cristianismo,123219,sin_familia,inspector,0
2230,2231,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,mujer,21,cristianismo,165950,con_hijos,otros,0
2231,2232,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,hombre,35,cristianismo,182509,sin_familia,limpiador,0
2232,2233,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,7298,hombre,50,cristianismo,27408,casado,ventas,1
2233,2234,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,110592,casado,profesional_especializado,1
2234,2235,14,Palermo,empleado_provincial,28,5_anio,separado,0,mujer,40,cristianismo,175409,sin_familia,entretenimiento,0
2235,2236,14,Palermo,relacion_de_dependencia,48,5_anio,divorciado,15020,hombre,48,cristianismo,172822,soltero_a,reparador,1
2236,2237,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,50,cristianismo,265361,sin_familia,sector_primario,0
2237,2238,14,Palermo,empleado_provincial,26,5_anio,sin_matrimonio,0,hombre,40,cristianismo,106491,con_hijos,directivo_gerente,0
2238,2239,17,Palermo,relacion_de_dependencia,40,universidad_3_anio,divorciado,0,hombre,40,cristianismo,179557,sin_familia,directivo_gerente,0
2239,2240,18,Palermo,relacion_de_dependencia,63,universidad_4_anio,matrimonio_civil,5013,hombre,45,cristianismo,187919,casado,profesional_especializado,1
2240,2241,18,Palermo,relacion_de_dependencia,45,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,196707,casado,ventas,1
2241,2242,14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,216129,con_hijos,soporte_tecnico,0
2242,2243,13,Palermo,monotibutista,52,4_anio,divorciado,0,hombre,44,cristianismo,100480,sin_familia,reparador,0
2243,2244,13,Palermo,monotibutista,57,4_anio,matrimonio_civil,15024,mujer,40,cristianismo,69905,casada,otros,1
2244,2245,18,Palermo,relacion_de_dependencia,38,universidad_4_anio,matrimonio_civil,0,hombre,40,judaismo,297767,casado,profesional_especializado,1
2245,2246,17,Palermo,monotibutista,46,universidad_3_anio,matrimonio_civil,-1977,hombre,45,cristianismo,214627,casado,ventas,1
2246,2247,18,Palermo,relacion_de_dependencia,52,universidad_4_anio,divorciado,-2547,mujer,40,cristianismo,251908,soltero_a,profesional_especializado,1
2247,2248,19,Palermo,responsable_inscripto,55,universiada_5_anio,matrimonio_civil,0,hombre,55,cristianismo,304695,casado,profesional_especializado,1
2248,2249,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,40,cristianismo,48121,sin_familia,ventas,0
2249,2250,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,50,cristianismo,125228,casado,ventas,0
2250,2251,12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,mujer,15,cristianismo,408012,con_hijos,ventas,0
2251,2252,13,Palermo,relacion_de_dependencia,57,4_anio,matrimonio_civil,0,hombre,45,cristianismo,161642,casado,directivo_gerente,1
2252,2253,14,Palermo,relacion_de_dependencia,30,5_anio,sin_matrimonio,0,mujer,40,cristianismo,181212,otro,directivo_gerente,0
2253,2254,14,Palermo,responsable_inscripto,48,5_anio,matrimonio_civil,0,hombre,50,cristianismo,76482,casado,sector_primario,0
2254,2255,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,50,judaismo,295073,sin_familia,limpiador,0
2255,2256,10,Palermo,No respondio,45,1_anio,divorciado,0,mujer,40,cristianismo,69596,soltero_a,No respondio,0
2256,2257,13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,judaismo,262461,casado,inspector,0
2257,2258,13,Palermo,empleado_municipal,34,4_anio,divorciado,0,mujer,20,cristianismo,112680,soltero_a,otros,0
2258,2259,18,Palermo,relacion_de_dependencia,35,universidad_4_anio,pareja_no_presente,0,hombre,40,cristianismo,342642,sin_familia,seguridad,0
2259,2260,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,211968,sin_familia,soporte_tecnico,0
2260,2261,18,Palermo,empleado_municipal,47,universidad_4_anio,matrimonio_civil,0,hombre,37,cristianismo,153536,casado,directivo_gerente,1
2261,2262,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,25,cristianismo,188923,con_hijos,otros,0
2262,2263,16,Palermo,relacion_de_dependencia,30,universidad_2_anio,sin_matrimonio,0,hombre,40,cristianismo,391114,sin_familia,ventas,0
2263,2264,13,Otro Barrio,relacion_de_dependencia,52,4_anio,matrimonio_civil,0,hombre,50,cristianismo,45599,casado,reparador,0
2264,2265,13,Palermo,relacion_de_dependencia,37,4_anio,sin_matrimonio,0,hombre,47,cristianismo,119929,sin_familia,ventas,0
2265,2266,15,Palermo,relacion_de_dependencia,24,universidad_1_anio,sin_matrimonio,0,hombre,30,cristianismo,130442,sin_familia,ventas,0
2266,2267,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,0,hombre,40,cristianismo,192602,casado,reparador,0
2267,2268,17,Palermo,relacion_de_dependencia,61,universidad_3_anio,matrimonio_civil,-1902,hombre,40,cristianismo,328881,casado,profesional_especializado,1
2268,2269,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,-2002,hombre,40,cristianismo,165034,casado,limpiador,0
2269,2270,13,Palermo,relacion_de_dependencia,39,4_anio,divorciado,0,hombre,60,cristianismo,93174,con_hijos,transporte,0
2270,2271,16,Palermo,empleado_municipal,28,universidad_2_anio,matrimonio_civil,0,hombre,45,cristianismo,205903,casado,seguridad,1
2271,2272,17,Palermo,responsable_inscripto,24,universidad_3_anio,sin_matrimonio,0,hombre,20,cristianismo,197496,con_hijos,entretenimiento,0
2272,2273,14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,0,hombre,55,cristianismo,226941,casado,directivo_gerente,1
2273,2274,16,Palermo,relacion_de_dependencia,61,universidad_2_anio,divorciado,0,hombre,40,cristianismo,199193,con_hijos,profesional_especializado,0
2274,2275,17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,187870,casado,reparador,0
2275,2276,20,Palermo,relacion_de_dependencia,56,universiada_6_anio,matrimonio_civil,7688,hombre,65,cristianismo,364899,casado,profesional_especializado,1
2276,2277,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,hombre,60,judaismo,437994,sin_familia,otros,0
2277,2278,13,Palermo,relacion_de_dependencia,24,4_anio,divorciado,0,mujer,30,cristianismo,166827,sin_familia,ventas,0
2278,2279,17,Palermo,relacion_de_dependencia,35,universidad_3_anio,matrimonio_civil,15024,hombre,50,cristianismo,207819,casado,directivo_gerente,1
2279,2280,14,Palermo,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,43,cristianismo,37939,casado,ventas,0
2280,2281,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,55,cristianismo,77146,casado,ventas,0
2281,2282,11,Palermo,No respondio,35,2_anio,divorciado,0,mujer,6,ateismo,29075,soltero_a,No respondio,0
2282,2283,13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,mujer,35,cristianismo,167868,sin_familia,otros,0
2283,2284,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,cristianismo,150132,sin_familia,entretenimiento,0
2284,2285,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,hombre,25,cristianismo,365881,sin_familia,directivo_gerente,0
2285,2286,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,105044,casado,profesional_especializado,1
2286,2287,13,Palermo,relacion_de_dependencia,47,4_anio,matrimonio_civil,0,hombre,40,cristianismo,145636,casado,inspector,0
2287,2288,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,sin_matrimonio,0,mujer,40,judaismo,161547,soltero_a,ventas,0
2288,2289,13,Palermo,empleadao_estatal,34,4_anio,divorciado,0,mujer,40,cristianismo,77218,sin_familia,entretenimiento,0
2289,2290,13,Palermo,monotibutista,35,4_anio,sin_matrimonio,0,hombre,60,cristianismo,241126,otro,reparador,0
2290,2291,17,Palermo,responsable_inscripto,85,universidad_3_anio,viudo_a,0,hombre,40,cristianismo,155981,sin_familia,directivo_gerente,0
2291,2292,17,Palermo,responsable_inscripto,71,universidad_3_anio,matrimonio_civil,20051,hombre,30,cristianismo,45741,casado,ventas,1
2292,2293,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,40,cristianismo,256356,con_hijos,entretenimiento,0
2293,2294,18,Palermo,empleado_provincial,39,universidad_4_anio,matrimonio_civil,0,hombre,48,cristianismo,105803,casado,profesional_especializado,1
2294,2295,13,Palermo,responsable_inscripto,77,4_anio,matrimonio_civil,0,hombre,35,cristianismo,29702,casado,otros,0
2295,2296,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,20,cristianismo,107882,con_hijos,entretenimiento,0
2296,2297,14,Palermo,relacion_de_dependencia,40,5_anio,divorciado,0,mujer,40,budismo,77572,soltero_a,ventas,0
2297,2298,17,Palermo,relacion_de_dependencia,34,universidad_3_anio,matrimonio_civil,15024,hombre,60,cristianismo,209768,casado,directivo_gerente,1
2298,2299,13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,5178,hombre,55,judaismo,89360,casado,transporte,0
2299,2300,17,Almagro,monotibutista,34,universidad_3_anio,matrimonio_civil,0,hombre,60,budismo,227540,casado,ventas,0
2300,2301,13,Palermo,relacion_de_dependencia,36,4_anio,sin_matrimonio,3325,mujer,40,cristianismo,292570,con_hijos,entretenimiento,0
2301,2302,11,Palermo,relacion_de_dependencia,36,2_anio,matrimonio_civil,0,hombre,40,cristianismo,409189,casado,entretenimiento,0
2302,2303,16,Palermo,empleado_municipal,32,universidad_2_anio,matrimonio_civil,-2057,hombre,70,cristianismo,194901,casado,directivo_gerente,1
2303,2304,17,Palermo,empleado_municipal,26,universidad_3_anio,matrimonio_civil,0,hombre,43,cristianismo,219796,casado,seguridad,1
2304,2305,18,Otro Barrio,empleado_provincial,37,universidad_4_anio,matrimonio_civil,0,hombre,40,cristianismo,117166,casado,directivo_gerente,1
2305,2306,17,Palermo,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,5178,hombre,45,cristianismo,228320,casado,ventas,1
2306,2307,13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,hombre,45,cristianismo,236391,casado,reparador,0
2307,2308,10,Palermo,relacion_de_dependencia,48,1_anio,matrimonio_civil,0,hombre,40,cristianismo,193451,casado,inspector,0
2308,2309,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,40,cristianismo,223367,con_hijos,limpiador,0
2309,2310,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,50,cristianismo,33001,casado,ventas,0
2310,2311,17,Barracas,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,7688,hombre,35,budismo,173858,casado,directivo_gerente,1
2311,2312,14,Palermo,relacion_de_dependencia,33,5_anio,divorciado,0,hombre,45,cristianismo,240441,sin_familia,reparador,0
2312,2313,11,Palermo,relacion_de_dependencia,26,2_anio,sin_matrimonio,0,mujer,40,judaismo,160264,sin_familia,otros,0
2313,2314,17,Palermo,relacion_de_dependencia,25,universidad_3_anio,matrimonio_civil,0,mujer,40,cristianismo,230403,casada,otros,0
2314,2315,10,Palermo,relacion_de_dependencia,61,1_anio,viudo_a,-2001,mujer,40,judaismo,154536,soltero_a,reparador,0
2315,2316,17,Palermo,monotibutista,44,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,247024,casado,ventas,0
2316,2317,17,Palermo,responsable_inscripto,65,universidad_3_anio,matrimonio_civil,9386,hombre,35,cristianismo,410199,casado,directivo_gerente,1
2317,2318,14,Otro Barrio,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,mujer,38,judaismo,191878,con_hijos,ventas,0
2318,2319,10,Palermo,empleado_provincial,67,1_anio,viudo_a,0,mujer,12,cristianismo,54269,sin_familia,otros,0
2319,2320,13,Palermo,relacion_de_dependencia,37,4_anio,divorciado,0,mujer,40,cristianismo,205997,sin_familia,entretenimiento,0
2320,2321,19,Palermo,relacion_de_dependencia,48,universiada_5_anio,matrimonio_civil,-1977,hombre,70,cristianismo,47343,casado,profesional_especializado,1
2321,2322,13,Palermo,empleadao_estatal,35,4_anio,sin_matrimonio,0,hombre,40,cristianismo,403489,con_hijos,entretenimiento,0
2322,2323,17,Palermo,relacion_de_dependencia,48,universidad_3_anio,divorciado,0,mujer,40,cristianismo,232149,con_hijos,soporte_tecnico,0
2323,2324,14,Otro Barrio,No respondio,50,5_anio,matrimonio_civil,0,hombre,50,budismo,339547,casado,No respondio,0
2324,2325,16,Palermo,relacion_de_dependencia,36,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,186819,casado,soporte_tecnico,1
2325,2326,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,35,cristianismo,89991,otro,ventas,0
