,categoria_de_trabajo,estado_marital,genero,trabajo,tiene_alto_valor_adquisitivo
4580,5.0,0.0,1.0,14.0,0
4581,5.0,5.0,1.0,6.0,0
4582,5.0,0.0,1.0,14.0,0
4583,5.0,5.0,0.0,14.0,0
4584,5.0,0.0,1.0,3.0,0
4585,0.0,5.0,0.0,0.0,0
4586,3.0,1.0,0.0,3.0,0
4587,5.0,5.0,0.0,4.0,0
4588,5.0,6.0,1.0,4.0,0
4589,6.0,1.0,0.0,14.0,1
4590,5.0,0.0,1.0,7.0,0
4591,5.0,1.0,0.0,1.0,0
4592,5.0,1.0,0.0,4.0,0
4593,5.0,1.0,0.0,3.0,0
4594,5.0,5.0,0.0,7.0,0
4595,5.0,0.0,1.0,14.0,0
4596,5.0,0.0,1.0,3.0,0
4597,0.0,0.0,1.0,0.0,0
4598,5.0,0.0,1.0,8.0,0
4599,4.0,1.0,0.0,8.0,0
4600,5.0,1.0,0.0,4.0,0
4601,5.0,3.0,0.0,6.0,0
4602,5.0,1.0,0.0,8.0,1
4603,5.0,1.0,1.0,11.0,0
4604,5.0,1.0,0.0,14.0,0
4605,5.0,1.0,0.0,1.0,0
4606,5.0,6.0,1.0,6.0,0
4607,5.0,5.0,0.0,8.0,0
4608,5.0,5.0,0.0,13.0,0
4609,5.0,5.0,0.0,6.0,0
4610,0.0,1.0,0.0,0.0,0
4611,5.0,0.0,0.0,8.0,0
4612,5.0,4.0,1.0,13.0,0
4613,3.0,1.0,0.0,7.0,0
4614,4.0,1.0,0.0,1.0,0
4615,5.0,1.0,0.0,7.0,1
4616,2.0,0.0,1.0,7.0,0
4617,2.0,4.0,1.0,7.0,0
4618,2.0,5.0,1.0,3.0,0
4619,5.0,5.0,0.0,6.0,0
4620,5.0,1.0,0.0,8.0,0
4621,5.0,5.0,1.0,14.0,0
4622,2.0,1.0,0.0,8.0,1
4623,2.0,1.0,0.0,6.0,1
4624,0.0,5.0,1.0,0.0,0
4625,5.0,5.0,0.0,6.0,0
4626,1.0,1.0,0.0,3.0,0
4627,5.0,5.0,0.0,8.0,0
4628,5.0,1.0,0.0,4.0,0
4629,5.0,5.0,0.0,9.0,0
4630,1.0,1.0,0.0,7.0,0
4631,5.0,5.0,1.0,1.0,0
4632,5.0,1.0,0.0,13.0,0
4633,1.0,1.0,0.0,10.0,0
4634,5.0,5.0,1.0,7.0,0
4635,5.0,6.0,1.0,3.0,1
4636,5.0,5.0,0.0,6.0,0
4637,5.0,1.0,0.0,7.0,1
4638,5.0,5.0,1.0,1.0,0
4639,5.0,5.0,1.0,11.0,0
4640,0.0,1.0,1.0,0.0,0
4641,0.0,5.0,1.0,0.0,0
4642,5.0,1.0,0.0,13.0,0
4643,5.0,0.0,1.0,14.0,0
4644,6.0,5.0,0.0,9.0,0
4645,5.0,5.0,1.0,6.0,0
4646,0.0,6.0,0.0,0.0,0
4647,5.0,5.0,0.0,4.0,0
4648,5.0,1.0,0.0,7.0,1
4649,5.0,1.0,0.0,14.0,0
4650,5.0,1.0,0.0,4.0,0
4651,5.0,5.0,1.0,7.0,0
4652,2.0,5.0,1.0,7.0,0
4653,5.0,0.0,0.0,12.0,1
4654,5.0,5.0,1.0,5.0,0
4655,5.0,5.0,0.0,13.0,0
4656,5.0,1.0,0.0,7.0,0
4657,1.0,5.0,1.0,12.0,0
4658,5.0,1.0,0.0,14.0,0
4659,2.0,0.0,1.0,7.0,0
4660,5.0,5.0,0.0,3.0,0
4661,0.0,5.0,0.0,0.0,0
4662,0.0,4.0,1.0,0.0,0
4663,5.0,5.0,1.0,4.0,0
4664,5.0,1.0,0.0,5.0,0
4665,1.0,5.0,1.0,3.0,0
4666,5.0,5.0,0.0,12.0,0
4667,5.0,5.0,0.0,4.0,0
4668,0.0,5.0,0.0,0.0,0
4669,5.0,1.0,0.0,14.0,0
4670,5.0,1.0,0.0,1.0,1
4671,5.0,1.0,0.0,1.0,1
4672,3.0,1.0,1.0,3.0,0
4673,5.0,5.0,0.0,14.0,0
4674,5.0,1.0,0.0,9.0,0
4675,5.0,6.0,0.0,3.0,0
4676,5.0,5.0,0.0,14.0,0
4677,5.0,0.0,0.0,1.0,0
4678,2.0,1.0,0.0,10.0,0
4679,2.0,1.0,0.0,7.0,0
4680,5.0,0.0,1.0,3.0,0
4681,2.0,6.0,1.0,6.0,0
4682,5.0,1.0,0.0,14.0,0
4683,5.0,1.0,0.0,13.0,0
4684,3.0,0.0,1.0,3.0,0
4685,4.0,0.0,1.0,7.0,0
4686,5.0,1.0,1.0,1.0,0
4687,5.0,3.0,1.0,6.0,0
4688,5.0,1.0,0.0,8.0,0
4689,2.0,0.0,0.0,10.0,0
4690,5.0,1.0,0.0,5.0,0
4691,5.0,1.0,0.0,6.0,0
4692,4.0,1.0,0.0,8.0,0
4693,4.0,0.0,0.0,13.0,0
4694,5.0,5.0,0.0,1.0,0
4695,5.0,5.0,1.0,14.0,0
4696,2.0,1.0,1.0,6.0,0
4697,5.0,1.0,1.0,1.0,1
4698,1.0,0.0,1.0,1.0,0
4699,5.0,5.0,0.0,10.0,0
4700,5.0,4.0,0.0,8.0,0
4701,6.0,1.0,0.0,7.0,1
4702,5.0,0.0,0.0,14.0,0
4703,5.0,1.0,0.0,4.0,0
4704,1.0,0.0,1.0,6.0,0
4705,6.0,5.0,0.0,6.0,0
4706,5.0,1.0,0.0,1.0,0
4707,4.0,5.0,0.0,12.0,0
4708,0.0,1.0,1.0,0.0,0
4709,5.0,1.0,0.0,14.0,0
4710,4.0,5.0,1.0,3.0,0
4711,2.0,1.0,0.0,13.0,0
4712,5.0,1.0,0.0,6.0,0
4713,5.0,5.0,0.0,1.0,0
4714,5.0,1.0,0.0,7.0,0
4715,5.0,5.0,0.0,14.0,0
4716,1.0,1.0,0.0,1.0,0
4717,2.0,5.0,0.0,10.0,0
4718,4.0,5.0,1.0,14.0,0
4719,5.0,1.0,0.0,8.0,0
4720,5.0,0.0,0.0,4.0,0
4721,5.0,5.0,1.0,6.0,0
4722,5.0,0.0,1.0,12.0,0
4723,4.0,5.0,0.0,9.0,0
4724,5.0,1.0,0.0,3.0,0
4725,5.0,1.0,0.0,1.0,0
4726,5.0,5.0,0.0,4.0,0
4727,5.0,0.0,1.0,7.0,0
4728,0.0,0.0,1.0,0.0,0
4729,5.0,1.0,0.0,9.0,0
4730,4.0,1.0,0.0,7.0,1
4731,5.0,5.0,0.0,4.0,0
4732,4.0,1.0,1.0,1.0,0
4733,5.0,5.0,1.0,12.0,0
4734,5.0,4.0,1.0,6.0,0
4735,5.0,5.0,0.0,13.0,0
4736,2.0,1.0,0.0,10.0,0
4737,5.0,5.0,1.0,7.0,0
4738,5.0,5.0,1.0,7.0,0
4739,5.0,5.0,1.0,1.0,0
4740,3.0,0.0,0.0,7.0,0
4741,5.0,0.0,0.0,10.0,0
4742,5.0,3.0,0.0,9.0,0
4743,5.0,1.0,0.0,4.0,0
4744,0.0,5.0,1.0,0.0,0
4745,0.0,5.0,0.0,0.0,0
4746,5.0,1.0,1.0,8.0,0
4747,5.0,1.0,0.0,7.0,0
4748,0.0,6.0,1.0,0.0,0
4749,5.0,1.0,1.0,6.0,0
4750,5.0,5.0,1.0,14.0,0
4751,5.0,0.0,1.0,14.0,0
4752,5.0,5.0,1.0,3.0,0
4753,0.0,5.0,0.0,0.0,0
4754,5.0,0.0,0.0,5.0,0
4755,5.0,1.0,0.0,14.0,0
4756,5.0,5.0,1.0,14.0,0
4757,5.0,1.0,1.0,6.0,0
4758,4.0,5.0,0.0,13.0,0
4759,0.0,1.0,0.0,0.0,0
4760,5.0,5.0,1.0,3.0,0
4761,5.0,5.0,0.0,14.0,0
4762,5.0,5.0,0.0,8.0,0
4763,5.0,6.0,0.0,8.0,0
4764,5.0,5.0,1.0,7.0,0
4765,4.0,6.0,1.0,1.0,0
4766,5.0,1.0,0.0,12.0,1
4767,5.0,0.0,1.0,7.0,1
4768,5.0,5.0,0.0,6.0,0
4769,5.0,5.0,1.0,1.0,0
4770,5.0,5.0,1.0,7.0,0
4771,5.0,5.0,0.0,5.0,0
4772,4.0,1.0,0.0,7.0,0
4773,5.0,1.0,0.0,1.0,0
4774,5.0,1.0,0.0,5.0,0
4775,5.0,1.0,0.0,4.0,0
4776,0.0,5.0,0.0,0.0,0
4777,0.0,5.0,1.0,0.0,0
4778,5.0,1.0,0.0,14.0,0
4779,5.0,1.0,0.0,12.0,0
4780,5.0,5.0,1.0,3.0,0
4781,5.0,1.0,0.0,3.0,0
4782,1.0,1.0,0.0,7.0,1
4783,0.0,1.0,0.0,0.0,0
4784,5.0,1.0,0.0,14.0,1
4785,5.0,1.0,0.0,7.0,0
4786,5.0,5.0,0.0,1.0,0
4787,5.0,1.0,0.0,1.0,0
4788,0.0,5.0,1.0,0.0,0
4789,5.0,1.0,1.0,3.0,0
4790,2.0,6.0,1.0,7.0,0
4791,6.0,1.0,0.0,14.0,0
4792,6.0,1.0,0.0,1.0,0
4793,5.0,0.0,1.0,14.0,0
4794,5.0,5.0,1.0,6.0,0
4795,5.0,0.0,1.0,4.0,0
4796,5.0,5.0,1.0,14.0,0
4797,5.0,0.0,0.0,8.0,0
4798,3.0,5.0,1.0,10.0,0
4799,2.0,5.0,1.0,10.0,1
4800,5.0,1.0,1.0,3.0,0
4801,5.0,5.0,0.0,14.0,0
4802,0.0,1.0,0.0,0.0,0
4803,5.0,5.0,1.0,3.0,0
4804,5.0,1.0,0.0,8.0,0
4805,5.0,1.0,0.0,3.0,0
4806,4.0,1.0,0.0,14.0,0
4807,5.0,5.0,1.0,3.0,0
4808,5.0,5.0,0.0,13.0,0
4809,3.0,1.0,0.0,8.0,0
4810,4.0,6.0,1.0,8.0,0
4811,5.0,5.0,1.0,14.0,0
4812,5.0,1.0,0.0,14.0,0
4813,5.0,1.0,1.0,3.0,0
4814,5.0,1.0,0.0,7.0,0
4815,4.0,5.0,1.0,7.0,0
4816,5.0,5.0,0.0,1.0,0
4817,5.0,1.0,1.0,6.0,0
4818,5.0,0.0,1.0,7.0,0
4819,5.0,0.0,1.0,1.0,0
4820,5.0,1.0,0.0,8.0,0
4821,0.0,6.0,1.0,0.0,0
4822,5.0,5.0,0.0,14.0,0
4823,0.0,5.0,1.0,0.0,0
4824,5.0,6.0,1.0,3.0,0
4825,6.0,0.0,1.0,8.0,0
4826,5.0,1.0,0.0,4.0,0
4827,5.0,5.0,1.0,7.0,0
4828,5.0,4.0,0.0,8.0,0
4829,2.0,1.0,1.0,3.0,0
4830,5.0,0.0,0.0,4.0,0
4831,5.0,1.0,0.0,1.0,0
4832,5.0,0.0,1.0,3.0,0
4833,5.0,1.0,0.0,5.0,0
4834,5.0,1.0,0.0,14.0,0
4835,5.0,5.0,1.0,6.0,0
4836,5.0,5.0,0.0,14.0,0
4837,5.0,5.0,1.0,6.0,0
4838,5.0,5.0,1.0,7.0,0
4839,3.0,6.0,0.0,1.0,1
4840,0.0,5.0,0.0,0.0,0
4841,5.0,1.0,0.0,8.0,0
4842,4.0,1.0,0.0,8.0,0
4843,0.0,5.0,1.0,0.0,0
4844,5.0,4.0,0.0,1.0,1
4845,5.0,5.0,0.0,14.0,0
4846,0.0,5.0,0.0,0.0,0
4847,5.0,5.0,0.0,3.0,0
4848,6.0,1.0,0.0,1.0,0
4849,5.0,1.0,1.0,7.0,0
4850,6.0,1.0,0.0,8.0,0
4851,3.0,5.0,1.0,7.0,0
4852,4.0,1.0,1.0,4.0,0
4853,5.0,1.0,0.0,3.0,0
4854,2.0,1.0,0.0,1.0,0
4855,5.0,1.0,0.0,12.0,0
4856,5.0,1.0,1.0,8.0,0
4857,5.0,6.0,1.0,7.0,1
4858,0.0,5.0,1.0,0.0,0
4859,5.0,1.0,0.0,7.0,0
4860,5.0,1.0,0.0,5.0,0
4861,0.0,0.0,1.0,0.0,0
4862,5.0,3.0,0.0,8.0,0
4863,6.0,0.0,0.0,1.0,1
4864,5.0,6.0,1.0,12.0,0
4865,5.0,5.0,1.0,6.0,0
4866,5.0,1.0,0.0,8.0,0
4867,5.0,5.0,1.0,14.0,0
4868,6.0,1.0,0.0,1.0,0
4869,5.0,1.0,0.0,4.0,1
4870,0.0,5.0,0.0,0.0,0
4871,5.0,0.0,1.0,3.0,0
4872,5.0,1.0,0.0,8.0,0
4873,5.0,0.0,1.0,1.0,0
4874,5.0,5.0,0.0,8.0,0
4875,5.0,1.0,0.0,1.0,0
4876,5.0,5.0,1.0,14.0,0
4877,5.0,1.0,0.0,8.0,0
4878,5.0,0.0,1.0,3.0,0
4879,5.0,4.0,0.0,8.0,0
4880,5.0,1.0,0.0,1.0,0
4881,5.0,1.0,0.0,14.0,0
4882,5.0,1.0,0.0,7.0,0
4883,4.0,1.0,0.0,7.0,0
4884,4.0,1.0,0.0,8.0,0
4885,0.0,5.0,0.0,0.0,0
4886,5.0,0.0,1.0,3.0,0
4887,5.0,4.0,0.0,13.0,0
4888,5.0,5.0,1.0,1.0,0
4889,5.0,5.0,0.0,14.0,0
4890,5.0,5.0,1.0,14.0,0
4891,5.0,1.0,0.0,1.0,0
4892,5.0,1.0,0.0,7.0,0
4893,2.0,1.0,0.0,1.0,0
4894,5.0,1.0,0.0,3.0,0
4895,5.0,1.0,1.0,14.0,0
4896,5.0,0.0,1.0,14.0,0
4897,5.0,5.0,1.0,6.0,0
4898,0.0,3.0,1.0,0.0,0
4899,5.0,0.0,1.0,1.0,1
4900,5.0,1.0,0.0,8.0,0
4901,2.0,5.0,1.0,7.0,0
4902,5.0,5.0,0.0,6.0,0
4903,2.0,0.0,1.0,6.0,0
4904,5.0,0.0,0.0,14.0,0
4905,5.0,5.0,0.0,6.0,0
4906,4.0,1.0,0.0,1.0,0
4907,5.0,0.0,1.0,3.0,0
4908,5.0,1.0,0.0,7.0,0
4909,5.0,5.0,0.0,6.0,0
4910,5.0,5.0,1.0,14.0,0
4911,5.0,5.0,1.0,14.0,0
4912,2.0,0.0,0.0,3.0,0
4913,5.0,4.0,1.0,12.0,0
4914,5.0,1.0,0.0,8.0,0
4915,5.0,5.0,1.0,4.0,0
4916,2.0,1.0,1.0,7.0,0
4917,5.0,5.0,0.0,8.0,0
4918,5.0,1.0,1.0,1.0,0
4919,5.0,1.0,0.0,1.0,0
4920,2.0,1.0,0.0,1.0,0
4921,5.0,1.0,0.0,3.0,0
4922,5.0,1.0,0.0,4.0,0
4923,5.0,5.0,0.0,14.0,0
4924,5.0,1.0,0.0,5.0,0
4925,5.0,6.0,1.0,3.0,0
4926,6.0,1.0,0.0,7.0,1
4927,0.0,6.0,1.0,0.0,0
4928,6.0,1.0,0.0,1.0,0
4929,5.0,5.0,1.0,14.0,0
4930,5.0,5.0,1.0,14.0,0
4931,5.0,5.0,1.0,4.0,0
4932,5.0,1.0,0.0,1.0,0
4933,5.0,1.0,0.0,8.0,0
4934,0.0,5.0,1.0,0.0,0
4935,0.0,5.0,0.0,0.0,0
4936,5.0,5.0,1.0,3.0,0
4937,4.0,1.0,0.0,14.0,0
4938,5.0,1.0,0.0,14.0,0
4939,5.0,1.0,0.0,1.0,0
4940,5.0,4.0,1.0,3.0,0
4941,5.0,1.0,1.0,11.0,0
4942,1.0,1.0,0.0,3.0,0
4943,3.0,5.0,1.0,7.0,0
4944,5.0,1.0,0.0,8.0,1
4945,5.0,1.0,0.0,9.0,0
4946,0.0,5.0,1.0,0.0,0
4947,5.0,5.0,0.0,6.0,0
4948,3.0,0.0,0.0,3.0,1
4949,5.0,1.0,0.0,8.0,0
4950,4.0,1.0,1.0,7.0,0
4951,5.0,1.0,0.0,8.0,0
4952,5.0,1.0,0.0,13.0,0
4953,5.0,5.0,0.0,4.0,0
4954,5.0,5.0,0.0,3.0,0
4955,5.0,1.0,0.0,13.0,0
4956,5.0,4.0,1.0,3.0,0
4957,5.0,5.0,1.0,14.0,0
4958,5.0,1.0,0.0,13.0,0
4959,0.0,1.0,0.0,0.0,0
4960,2.0,1.0,0.0,5.0,0
4961,5.0,4.0,1.0,6.0,0
4962,5.0,1.0,0.0,8.0,0
4963,5.0,1.0,0.0,6.0,0
4964,5.0,0.0,0.0,8.0,0
4965,5.0,1.0,0.0,13.0,0
4966,5.0,0.0,0.0,4.0,0
4967,5.0,5.0,1.0,3.0,0
4968,5.0,1.0,0.0,14.0,0
4969,5.0,5.0,0.0,3.0,0
4970,5.0,5.0,0.0,5.0,0
4971,5.0,1.0,0.0,13.0,0
4972,5.0,5.0,0.0,8.0,0
4973,5.0,1.0,1.0,8.0,1
4974,4.0,5.0,0.0,1.0,0
4975,5.0,0.0,1.0,6.0,0
4976,5.0,5.0,0.0,3.0,0
4977,1.0,5.0,1.0,3.0,0
4978,5.0,1.0,0.0,8.0,0
4979,6.0,0.0,0.0,1.0,0
4980,5.0,1.0,0.0,7.0,0
4981,5.0,5.0,1.0,6.0,0
4982,2.0,5.0,1.0,3.0,0
4983,5.0,5.0,0.0,8.0,0
4984,0.0,5.0,1.0,0.0,0
4985,2.0,1.0,0.0,6.0,0
4986,5.0,5.0,1.0,7.0,0
4987,5.0,5.0,0.0,5.0,0
4988,5.0,1.0,0.0,14.0,0
4989,0.0,0.0,1.0,0.0,0
4990,5.0,1.0,0.0,8.0,0
4991,5.0,0.0,1.0,8.0,0
4992,5.0,5.0,0.0,6.0,0
4993,5.0,5.0,0.0,8.0,0
4994,6.0,1.0,0.0,7.0,1
4995,0.0,1.0,1.0,0.0,0
4996,1.0,3.0,0.0,1.0,0
4997,5.0,0.0,1.0,1.0,0
4998,0.0,1.0,0.0,0.0,0
4999,5.0,1.0,0.0,3.0,0
5000,1.0,1.0,0.0,1.0,0
5001,5.0,0.0,1.0,3.0,0
5002,3.0,1.0,1.0,7.0,0
5003,6.0,1.0,1.0,9.0,0
5004,5.0,5.0,1.0,6.0,0
5005,5.0,4.0,0.0,12.0,0
5006,5.0,5.0,0.0,1.0,0
5007,5.0,1.0,0.0,1.0,1
5008,5.0,0.0,1.0,12.0,1
5009,5.0,1.0,0.0,1.0,0
5010,5.0,1.0,0.0,8.0,0
5011,5.0,0.0,0.0,3.0,0
5012,5.0,5.0,0.0,6.0,0
5013,6.0,1.0,0.0,7.0,1
5014,3.0,1.0,0.0,8.0,0
5015,4.0,5.0,0.0,9.0,0
5016,4.0,1.0,0.0,8.0,0
5017,5.0,5.0,0.0,14.0,0
5018,5.0,3.0,0.0,4.0,0
5019,2.0,5.0,1.0,7.0,0
5020,5.0,5.0,1.0,3.0,0
5021,4.0,1.0,0.0,8.0,0
5022,5.0,0.0,1.0,6.0,0
5023,0.0,5.0,0.0,0.0,0
5024,5.0,1.0,0.0,1.0,0
5025,2.0,5.0,1.0,7.0,0
5026,4.0,1.0,0.0,8.0,0
5027,5.0,1.0,0.0,14.0,1
5028,5.0,5.0,1.0,5.0,0
5029,5.0,0.0,1.0,12.0,0
5030,6.0,5.0,0.0,1.0,0
5031,5.0,0.0,0.0,8.0,0
5032,5.0,1.0,0.0,8.0,0
5033,5.0,0.0,0.0,7.0,0
5034,3.0,1.0,0.0,8.0,1
5035,3.0,0.0,0.0,8.0,0
5036,5.0,5.0,0.0,4.0,0
5037,5.0,0.0,0.0,13.0,0
5038,4.0,1.0,0.0,8.0,0
5039,5.0,5.0,1.0,3.0,0
5040,3.0,1.0,0.0,6.0,0
5041,5.0,1.0,0.0,8.0,1
5042,5.0,1.0,0.0,7.0,0
5043,5.0,5.0,0.0,5.0,0
5044,5.0,5.0,0.0,8.0,0
5045,5.0,5.0,1.0,1.0,0
5046,0.0,5.0,0.0,0.0,0
5047,5.0,0.0,1.0,3.0,0
5048,4.0,5.0,0.0,5.0,0
5049,4.0,5.0,0.0,8.0,0
5050,5.0,6.0,1.0,3.0,0
5051,5.0,1.0,1.0,1.0,0
5052,0.0,5.0,1.0,0.0,0
5053,5.0,5.0,1.0,3.0,1
5054,5.0,1.0,0.0,1.0,0
5055,5.0,1.0,0.0,1.0,0
5056,5.0,5.0,1.0,6.0,0
5057,5.0,1.0,0.0,14.0,0
5058,5.0,1.0,0.0,14.0,0
5059,5.0,5.0,0.0,7.0,0
5060,5.0,1.0,0.0,14.0,0
5061,5.0,5.0,1.0,3.0,0
5062,5.0,5.0,0.0,12.0,0
5063,5.0,6.0,1.0,4.0,0
5064,5.0,1.0,0.0,13.0,0
5065,5.0,5.0,0.0,6.0,0
5066,0.0,1.0,0.0,0.0,0
5067,5.0,5.0,1.0,3.0,0
5068,5.0,1.0,0.0,14.0,0
5069,5.0,1.0,0.0,1.0,0
5070,5.0,1.0,0.0,7.0,0
5071,2.0,1.0,0.0,8.0,0
5072,5.0,5.0,0.0,8.0,0
5073,5.0,5.0,1.0,1.0,0
5074,5.0,1.0,0.0,4.0,0
5075,5.0,5.0,0.0,6.0,0
5076,5.0,1.0,0.0,14.0,1
5077,5.0,0.0,0.0,8.0,0
5078,0.0,3.0,0.0,0.0,0
5079,5.0,1.0,0.0,6.0,0
5080,4.0,1.0,0.0,9.0,0
5081,3.0,3.0,0.0,7.0,0
5082,5.0,1.0,0.0,14.0,0
5083,5.0,1.0,0.0,14.0,0
5084,5.0,5.0,1.0,3.0,0
5085,5.0,5.0,0.0,4.0,0
5086,5.0,5.0,1.0,14.0,0
5087,0.0,1.0,0.0,0.0,0
5088,5.0,1.0,0.0,8.0,0
5089,6.0,1.0,0.0,7.0,1
5090,4.0,1.0,0.0,7.0,0
5091,5.0,5.0,0.0,5.0,0
5092,4.0,0.0,0.0,6.0,1
5093,5.0,1.0,0.0,14.0,0
5094,5.0,5.0,0.0,7.0,1
5095,5.0,1.0,0.0,7.0,0
5096,3.0,5.0,1.0,1.0,0
5097,1.0,1.0,0.0,8.0,0
5098,5.0,3.0,0.0,6.0,0
5099,4.0,1.0,0.0,9.0,0
5100,4.0,5.0,0.0,14.0,0
5101,4.0,5.0,0.0,9.0,0
5102,5.0,5.0,1.0,3.0,0
5103,5.0,0.0,1.0,14.0,0
5104,5.0,5.0,1.0,14.0,0
5105,4.0,6.0,1.0,6.0,0
5106,5.0,5.0,0.0,6.0,0
5107,5.0,1.0,0.0,4.0,0
5108,0.0,5.0,0.0,0.0,0
5109,0.0,1.0,0.0,0.0,0
5110,5.0,5.0,1.0,14.0,0
5111,2.0,1.0,0.0,8.0,0
5112,1.0,5.0,0.0,13.0,0
5113,5.0,1.0,0.0,13.0,0
5114,4.0,1.0,0.0,7.0,0
5115,5.0,1.0,0.0,5.0,0
5116,5.0,5.0,0.0,1.0,0
5117,5.0,5.0,0.0,13.0,0
5118,5.0,1.0,1.0,1.0,0
5119,5.0,6.0,1.0,3.0,0
5120,5.0,1.0,0.0,6.0,0
5121,5.0,6.0,1.0,4.0,0
5122,4.0,5.0,1.0,6.0,0
5123,5.0,1.0,0.0,14.0,0
5124,5.0,1.0,0.0,4.0,0
5125,5.0,1.0,0.0,6.0,0
5126,5.0,1.0,0.0,3.0,0
5127,5.0,0.0,0.0,8.0,0
5128,3.0,1.0,0.0,13.0,0
5129,5.0,1.0,0.0,12.0,0
5130,4.0,1.0,0.0,1.0,0
5131,5.0,6.0,1.0,8.0,1
5132,5.0,1.0,1.0,3.0,0
5133,2.0,1.0,0.0,7.0,0
5134,0.0,1.0,1.0,0.0,0
5135,5.0,5.0,0.0,10.0,0
5136,5.0,6.0,1.0,3.0,0
5137,5.0,1.0,0.0,14.0,0
5138,5.0,1.0,0.0,6.0,0
5139,5.0,1.0,0.0,7.0,0
5140,5.0,1.0,0.0,3.0,0
5141,3.0,1.0,0.0,1.0,0
5142,5.0,1.0,0.0,1.0,0
5143,5.0,1.0,0.0,7.0,0
5144,5.0,1.0,0.0,9.0,0
5145,0.0,1.0,1.0,0.0,0
5146,0.0,1.0,0.0,0.0,0
5147,5.0,1.0,0.0,5.0,0
5148,5.0,1.0,0.0,1.0,0
5149,3.0,5.0,0.0,10.0,0
5150,5.0,1.0,0.0,8.0,0
5151,5.0,1.0,1.0,1.0,0
5152,5.0,1.0,0.0,8.0,0
5153,5.0,5.0,1.0,3.0,0
5154,6.0,0.0,0.0,1.0,0
5155,5.0,5.0,0.0,5.0,0
5156,5.0,5.0,1.0,6.0,0
5157,5.0,1.0,0.0,1.0,0
5158,5.0,5.0,0.0,6.0,0
5159,5.0,6.0,1.0,4.0,0
5160,5.0,1.0,0.0,8.0,1
5161,2.0,0.0,1.0,7.0,0
5162,5.0,1.0,0.0,8.0,0
5163,6.0,1.0,0.0,9.0,0
5164,0.0,6.0,1.0,0.0,0
5165,2.0,1.0,0.0,10.0,0
5166,5.0,5.0,1.0,1.0,0
5167,4.0,0.0,0.0,1.0,0
5168,5.0,0.0,1.0,3.0,0
5169,4.0,1.0,0.0,9.0,0
5170,5.0,5.0,0.0,8.0,0
5171,5.0,5.0,0.0,7.0,0
5172,5.0,1.0,0.0,13.0,1
5173,5.0,5.0,0.0,6.0,0
5174,0.0,5.0,0.0,0.0,0
5175,5.0,1.0,0.0,3.0,0
5176,2.0,1.0,0.0,10.0,0
5177,5.0,5.0,0.0,5.0,0
5178,3.0,0.0,1.0,1.0,0
5179,5.0,0.0,1.0,11.0,0
5180,4.0,0.0,0.0,1.0,0
5181,0.0,1.0,0.0,0.0,1
5182,5.0,5.0,0.0,13.0,0
5183,5.0,6.0,1.0,3.0,0
5184,5.0,1.0,0.0,13.0,0
5185,5.0,1.0,0.0,8.0,0
5186,5.0,1.0,0.0,9.0,0
5187,5.0,1.0,0.0,8.0,0
5188,5.0,5.0,1.0,1.0,0
5189,1.0,1.0,0.0,3.0,0
5190,5.0,1.0,0.0,1.0,0
5191,5.0,1.0,0.0,8.0,0
5192,5.0,5.0,0.0,6.0,0
5193,5.0,0.0,1.0,14.0,0
5194,5.0,5.0,0.0,5.0,0
5195,5.0,6.0,1.0,14.0,0
5196,5.0,5.0,0.0,12.0,0
5197,3.0,0.0,1.0,3.0,0
5198,3.0,0.0,1.0,12.0,0
5199,5.0,1.0,0.0,1.0,0
5200,3.0,0.0,1.0,7.0,0
5201,5.0,1.0,0.0,14.0,0
5202,5.0,5.0,0.0,3.0,0
5203,5.0,5.0,1.0,7.0,1
5204,3.0,0.0,1.0,7.0,0
5205,4.0,1.0,0.0,14.0,1
5206,5.0,4.0,0.0,10.0,0
5207,4.0,1.0,0.0,7.0,1
5208,2.0,0.0,1.0,3.0,0
5209,5.0,1.0,0.0,14.0,0
5210,5.0,0.0,1.0,3.0,0
5211,5.0,1.0,0.0,7.0,0
5212,2.0,6.0,1.0,3.0,0
5213,5.0,1.0,0.0,12.0,0
5214,5.0,1.0,0.0,8.0,0
5215,5.0,1.0,1.0,3.0,0
5216,5.0,5.0,0.0,5.0,0
5217,5.0,1.0,0.0,1.0,1
5218,5.0,1.0,0.0,13.0,0
5219,5.0,1.0,0.0,13.0,0
5220,5.0,5.0,0.0,7.0,0
5221,5.0,1.0,0.0,5.0,1
5222,5.0,6.0,1.0,14.0,0
5223,6.0,1.0,0.0,7.0,1
5224,5.0,5.0,0.0,7.0,0
5225,5.0,1.0,0.0,1.0,0
5226,6.0,1.0,0.0,14.0,0
5227,0.0,1.0,0.0,0.0,0
5228,6.0,0.0,0.0,1.0,0
5229,5.0,0.0,1.0,1.0,0
5230,5.0,1.0,0.0,10.0,0
5231,5.0,6.0,0.0,1.0,0
5232,1.0,5.0,0.0,12.0,0
5233,5.0,0.0,1.0,7.0,0
5234,5.0,1.0,0.0,14.0,0
5235,5.0,1.0,0.0,13.0,0
5236,4.0,1.0,0.0,1.0,0
5237,6.0,1.0,0.0,14.0,0
5238,5.0,1.0,0.0,4.0,0
5239,5.0,1.0,0.0,7.0,1
5240,5.0,1.0,0.0,12.0,0
5241,4.0,0.0,0.0,13.0,0
5242,5.0,1.0,0.0,1.0,0
5243,5.0,5.0,0.0,8.0,0
